#Parameters = {alpha=0; d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=1; t=0.035; theta=0; w=7}
#"Frequency / GHz"	"RCS (square meters),Theta=theta,Phi=phi [Real Part]"
#-----------------------------------------------------------------------
2.0000000000000	8.3279984033312e-07
2.1000000000000	0.0026839998108655
2.2000000000000	0.0055223840688724
2.3000000000000	0.0044023407397248
2.4000000000000	0.0013830869882729
2.5000000000000	3.9926149452377e-06
2.6000000000000	0.00077620015436558
2.7000000000000	0.0016933849591529
2.8000000000000	0.0013687004634616
2.9000000000000	0.00039705229896208
3.0000000000000	1.7606433648418e-05
3.1000000000000	0.00045419507740113
3.2000000000000	0.00091718075820400
3.3000000000000	0.00078524841707532
3.4000000000000	0.00029346175721490
3.5000000000000	6.7943645346226e-05
3.6000000000000	0.00031941247361794
3.7000000000000	0.00068751043487689
3.8000000000000	0.00075694808004910
3.9000000000000	0.00051223150442280
4.0000000000000	0.00024244235867451
4.1000000000000	0.00014382987628879
4.2000000000000	0.00015846169940376
4.3000000000000	0.00019270367339289
4.4000000000000	0.00035940296843846
4.5000000000000	0.00088549645144872
4.6000000000000	0.0017758794041159
4.7000000000000	0.0026658653390208
4.8000000000000	0.0031266331975611
4.9000000000000	0.0031856760550482
5.0000000000000	0.0035229034875640
5.1000000000000	0.0050353709466526
5.2000000000000	0.0080391858640440
5.3000000000000	0.011773006912063
5.4000000000000	0.014705739910712
5.5000000000000	0.015531656394559
5.6000000000000	0.014152500956876
5.7000000000000	0.011879500539927
5.8000000000000	0.010628909954314
5.9000000000000	0.011633804374665
6.0000000000000	0.014581299495707
6.1000000000000	0.017794416000615
6.2000000000000	0.019320570495635
6.3000000000000	0.018142666238603
6.4000000000000	0.014685204168870
6.5000000000000	0.010357271386625
6.6000000000000	0.0065839433571061
6.7000000000000	0.0040688954674185
6.8000000000000	0.0027230773133278
6.9000000000000	0.0021134967825859
7.0000000000000	0.0019385972370188
7.1000000000000	0.0021677011588056
7.2000000000000	0.0028814821195170
7.3000000000000	0.0041069081511274
7.4000000000000	0.0058423200045658
7.5000000000000	0.0081832180865772
7.6000000000000	0.011321956689224
7.7000000000000	0.015347240989887
7.8000000000000	0.020029423412150
7.9000000000000	0.024842932680957
8.0000000000000	0.029261846810358
8.1000000000000	0.033085090798408
8.2000000000000	0.036501352813904
8.3000000000000	0.039845047807638
8.4000000000000	0.043285864735680
8.5000000000000	0.046739002462536
8.6000000000000	0.050044366985384
8.7000000000000	0.053189875659217
8.8000000000000	0.056329119936770
8.9000000000000	0.059586560153670
9.0000000000000	0.062895246626522
9.1000000000000	0.066102786832195
9.2000000000000	0.069300917940046
9.3000000000000	0.073062432088388
9.4000000000000	0.078272629904334
9.5000000000000	0.085569064482284
9.6000000000000	0.094764750757594
9.7000000000000	0.10473419249742
9.8000000000000	0.11396511303526
9.9000000000000	0.12150706117705
10.000000000000	0.12770294920071
10.100000000000	0.13412731885568
10.200000000000	0.14259812283002
10.300000000000	0.15377116877749
10.400000000000	0.16624915109500
10.500000000000	0.17698751917147
10.600000000000	0.18300867870576
10.700000000000	0.18345507052137
10.800000000000	0.18052237533074
10.900000000000	0.17834716117476
11.000000000000	0.18028264848197
11.100000000000	0.18628725535950
11.200000000000	0.19240362354178
11.300000000000	0.19309164945496
11.400000000000	0.18521445268114
11.500000000000	0.17101061543953
11.600000000000	0.15755527554134
11.700000000000	0.15225541235826
11.800000000000	0.15683052720591
11.900000000000	0.16410981110618
12.000000000000	0.16105870199931
