#Parameters = {alpha=0; d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=1; t=0.035; theta=0; w=7}
#"Frequency / GHz"	"RCS (square meters),Theta=theta,Phi=phi [Real Part]"
#-----------------------------------------------------------------------
2.0000000000000	5.7329569959395e-07
2.1000000000000	0.0057851961201118
2.2000000000000	0.011835714685453
2.3000000000000	0.0093343766780670
2.4000000000000	0.0028476998952374
2.5000000000000	4.1055283071407e-06
2.6000000000000	0.0017912402929699
2.7000000000000	0.0038172443681921
2.8000000000000	0.0031148996147223
2.9000000000000	0.00097416105421111
3.0000000000000	1.8911065252897e-05
3.1000000000000	0.00073845880181569
3.2000000000000	0.0015690008886681
3.3000000000000	0.0013177762982160
3.4000000000000	0.00044709312418528
3.5000000000000	7.2920402835754e-05
3.6000000000000	0.00047505958294721
3.7000000000000	0.00097380193664384
3.8000000000000	0.00095231552585468
3.9000000000000	0.00054298951568437
4.0000000000000	0.00027447432643557
4.1000000000000	0.00036719809264032
4.2000000000000	0.00059657529598333
4.3000000000000	0.00072796667600963
4.4000000000000	0.00083085159420422
4.5000000000000	0.0011030167639106
4.6000000000000	0.0015648405377261
4.7000000000000	0.0021005858377460
4.8000000000000	0.0027503835812195
4.9000000000000	0.0037472531271417
5.0000000000000	0.0051470917274833
5.1000000000000	0.0065630737392087
5.2000000000000	0.0075601989488976
5.3000000000000	0.0084833048924998
5.4000000000000	0.010746486187462
5.5000000000000	0.015887761435956
5.6000000000000	0.023914642314784
5.7000000000000	0.032441304831166
5.8000000000000	0.037730265358297
5.9000000000000	0.037166607429430
6.0000000000000	0.031304448104560
6.1000000000000	0.023760144221113
6.2000000000000	0.018877433812705
6.3000000000000	0.018876010653771
6.4000000000000	0.022603140461970
6.5000000000000	0.026719691922281
6.6000000000000	0.028265928225645
6.7000000000000	0.026606692965979
6.8000000000000	0.023427964570642
6.9000000000000	0.021077625877489
7.0000000000000	0.020759538255149
7.1000000000000	0.021990020223578
7.2000000000000	0.023527117255520
7.3000000000000	0.024755543342235
7.4000000000000	0.026250474800541
7.5000000000000	0.029085892784505
7.6000000000000	0.033617701187262
7.7000000000000	0.038937775703590
7.8000000000000	0.043570183817164
7.9000000000000	0.046819113643741
8.0000000000000	0.049517117745761
8.1000000000000	0.053381201455153
8.2000000000000	0.059409022035790
8.3000000000000	0.066669694956796
8.4000000000000	0.072620476704673
8.5000000000000	0.074839703427282
8.6000000000000	0.072852533724122
8.7000000000000	0.068584832277164
8.8000000000000	0.065048516277071
8.9000000000000	0.064244528975787
9.0000000000000	0.065851300098200
9.1000000000000	0.067630148054952
9.2000000000000	0.067218983906226
9.3000000000000	0.064063130574746
9.4000000000000	0.060198631131675
9.5000000000000	0.059328431260950
9.6000000000000	0.064614385882105
9.7000000000000	0.076418214929310
9.8000000000000	0.091520789196708
9.9000000000000	0.10479056377221
10.000000000000	0.11277034511167
10.100000000000	0.11688726963724
10.200000000000	0.12342636251694
10.300000000000	0.13922270914391
10.400000000000	0.16551973864096
10.500000000000	0.19488855186295
10.600000000000	0.21477482680314
10.700000000000	0.21621670935419
10.800000000000	0.20136608892211
10.900000000000	0.18325861534648
11.000000000000	0.17692516428311
11.100000000000	0.18816139454153
11.200000000000	0.20883062994336
11.300000000000	0.22273413653952
11.400000000000	0.21769721603382
11.500000000000	0.19459264121775
11.600000000000	0.16659005550018
11.700000000000	0.14948897722444
11.800000000000	0.15030387234580
11.900000000000	0.16191806967342
12.000000000000	0.16725361509963
